_ID,Start_time,Completion_time,Source_of_home_internet,Devices_used_in_the_household,Gender,Age,Annual_household_income,Highest_level_of_education,Housing_situation,Race_ethnicity,Searching_for_information_on_the_Internet,Managing_information_found_on_the_Internet_organizing_saving_and_storing_it_for_reuse,Filling_out_forms_on_the_Internet,Sending_and_receiving_emails,Downloading_content_such_as_receiving_email_attachments_online_forms_video_or_audio,Uploading_content_submitting_homework_sending_attachments_posting_to_discussion_boards,Minimizing_maximizing_and_moving_windows_on_the_computer_screen,Using_the_search_command_to_locate_a_file,Using_safe_online_practices_privacy_and_security,Participating_in_realtime_discussion_or_collaborative_documents,Videoconferencing_or_video_calls_such_as_Zoom_Skype_FaceTime,Audio_calls_audio-only_Zoom_Skype,Streaming_content_movies_or_TV_music_podcasts_live_broadcasts,Working_with_word_processing_applications_Word_Google_Docs,Working_with_spreadsheet_applications_Excel_Google_Sheets,Working_with_presentation_applications_PowerPoint_Google_Slides,Online_banking,Using_online_government_services_finding_tax_information,Online_shopping,Total_Percent_Score
79,8/11/2022 19:48,8/11/2022 19:53,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Man,60-69,"$15,000 to $29,999",High school diploma or G.E.D.,Own home,White;,5,4,5,5,5,5,5,5,5,5,5,5,5,3,2,2,5,4,2,0.863157895
80,8/11/2022 19:52,8/11/2022 19:54,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Woman,40-49,"$30,000 to $59,999",Some college,Own home,White;,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,0.957894737
81,8/12/2022 12:42,8/12/2022 12:48,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Man,60-69,"Under $15,000",Some college,Rent home,White;,3,3,2,3,2,2,1,1,3,1,1,2,3,1,1,1,1,1,5,0.389473684
82,8/12/2022 13:18,8/12/2022 13:20,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Man,18-29,"$125,000 or more",Some college,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
83,8/12/2022 14:23,8/12/2022 14:25,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Man,30-39,"$60,000 to $99,999 ",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
84,8/12/2022 14:58,8/12/2022 15:01,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,40-49,"$15,000 to $29,999",Some college,Rent home,Black or African American;,5,5,4,5,5,5,5,3,5,5,5,5,5,3,4,3,5,4,4,0.894736842
85,8/12/2022 15:10,8/12/2022 15:12,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$15,000 to $29,999",Some high school,Rent home,Black or African American;,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,1,1,1,0.263157895
86,8/12/2022 15:12,8/12/2022 15:14,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,80+,"$30,000 to $59,999",Bachelor's degree,Rent home,White;,5,5,5,5,4,4,4,5,5,5,5,5,5,4,2,2,5,5,5,0.894736842
87,8/12/2022 15:14,8/12/2022 15:16,Mobile data plan;,"Smartphone or mobile phone;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,50-59,"Under $15,000",Some high school,Rent home,White;,4,2,5,2,4,3,5,4,3,5,5,4,3,3,1,2,1,1,4,0.642105263
88,8/12/2022 15:16,8/12/2022 15:17,Mobile data plan;,Laptop computer;Smartphone or mobile phone;,Man,70-79,"Under $15,000",Professional or Doctorate degree,Rent home,White;,4,4,4,4,2,2,5,5,4,3,2,3,2,4,2,4,4,4,2,0.673684211
89,8/12/2022 15:18,8/12/2022 15:19,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,40-49,"$60,000 to $99,999 ",Master's degree,Own home,Native Hawaiian or Other Pacific Islander;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,0.978947368
90,8/12/2022 15:17,8/12/2022 15:21,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,50-59,"$15,000 to $29,999",High school diploma or G.E.D.,Own home,White;,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,0.736842105
91,8/12/2022 15:19,8/12/2022 15:21,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;Gaming console that connects to the internet;,Woman,30-39,"Under $15,000",High school diploma or G.E.D.,Rent home,White;,3,3,2,4,3,3,4,2,4,1,2,4,5,2,1,1,4,4,4,0.589473684
92,8/12/2022 15:19,8/12/2022 15:26,I do not have in-home internet;,Smartphone or mobile phone;Laptop computer;Tablet;,Woman,60-69,"$30,000 to $59,999",Master's degree,Own home,White;,5,4,4,5,4,4,3,4,3,3,3,3,2,5,3,5,3,3,5,0.747368421
93,8/12/2022 15:26,8/12/2022 15:28,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Voice-actvated device (e.g., Alexa, Google Home);Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,White;,5,2,5,5,4,2,4,4,4,2,1,2,2,2,2,1,2,3,5,0.6
94,8/12/2022 15:25,8/12/2022 15:30,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Tablet;",Man,30-39,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,0.936842105
95,8/12/2022 15:28,8/12/2022 15:31,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$100,000 to $124,999",Master's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
96,8/12/2022 15:31,8/12/2022 15:33,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$30,000 to $59,999",Bachelor's degree,Own home,White;,2,5,5,5,5,5,5,5,4,5,5,5,2,5,2,5,5,5,5,0.894736842
97,8/12/2022 15:33,8/12/2022 15:35,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,18-29,"Under $15,000",Bachelor's degree,Own home,Asian or Asian Indian;,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,0.978947368
98,8/12/2022 15:35,8/12/2022 15:37,"Broadband service (AT&T, Xfinity, etc.);",Laptop computer;Smartphone or mobile phone;,Man,18-29,"Under $15,000",Bachelor's degree,Own home,White;,5,5,5,5,4,4,4,4,4,5,5,5,4,5,5,5,3,2,4,0.873684211
99,8/12/2022 15:39,8/12/2022 15:41,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Man,18-29,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,3,5,0.947368421
100,8/12/2022 15:37,8/12/2022 15:42,"Broadband service (AT&T, Xfinity, etc.);",Laptop computer;Tablet;,Man,70-79,"Under $15,000",Professional or Doctorate degree,Own home,Black or African American;,4,4,4,5,3,3,3,2,2,2,4,3,2,2,2,2,2,3,3,0.578947368
101,8/12/2022 15:41,8/12/2022 15:45,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Woman,60-69,"$30,000 to $59,999",Master's degree,Own home,White;,4,3,4,4,4,3,4,3,4,2,3,2,1,4,4,3,4,3,4,0.663157895
102,8/12/2022 15:43,8/12/2022 15:47,"Broadband service (AT&T, Xfinity, etc.);","Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,70-79,"Under $15,000",Associate's degree,Group housing,Black or African American;,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,0.242105263
103,8/12/2022 15:47,8/12/2022 15:48,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;,Woman,80+,"Under $15,000",High school diploma or G.E.D.,Own home,White;,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2
104,8/12/2022 15:48,8/12/2022 15:50,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Tablet;Desktop computer;,Woman,70-79,"Under $15,000",Bachelor's degree,Own home,American Indian or Alaska Native;,5,3,4,5,5,3,4,4,4,3,2,4,4,4,4,2,5,5,5,0.789473684
105,8/12/2022 15:46,8/12/2022 15:50,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,40-49,"$30,000 to $59,999",High school diploma or G.E.D.,Rent home,White;Black or African American;,5,4,4,5,4,4,4,3,5,4,3,4,4,3,2,2,5,4,5,0.778947368
106,8/12/2022 15:50,8/12/2022 15:52,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Desktop computer;,Woman,70-79,"$30,000 to $59,999",Associate's degree,Own home,White;,5,5,5,5,5,5,5,5,5,3,3,3,5,5,2,1,5,5,5,0.863157895
107,8/12/2022 15:54,8/12/2022 15:55,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;,Woman,18-29,"Under $15,000",Some high school,Own home,White;,5,4,3,5,4,4,5,5,4,1,2,1,3,4,4,4,3,2,4,0.705263158
108,8/12/2022 15:55,8/12/2022 15:57,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;,Woman,50-59,"Under $15,000",Some college,Own home,White;,5,4,4,5,5,4,5,4,4,3,4,4,3,4,3,2,3,4,5,0.789473684
109,8/12/2022 15:57,8/12/2022 15:59,I do not have in-home internet;,"Smartphone or mobile phone;Smart TV (e.g., Roku, Apple TV);",Woman,18-29,"Under $15,000",Some high school,Rent home,White;,5,2,5,5,5,3,3,3,3,3,5,5,3,5,4,4,5,5,5,0.821052632
110,8/12/2022 16:00,8/12/2022 16:01,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,18-29,"$30,000 to $59,999",Associate's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
111,8/12/2022 15:57,8/12/2022 16:01,Mobile data plan;I do not have in-home internet;,"Smartphone or mobile phone;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,50-59,"$15,000 to $29,999",Some high school,Rent home,Black or African American;,3,3,2,4,4,2,5,2,5,2,4,4,4,4,4,2,4,4,5,0.705263158
112,8/12/2022 16:01,8/12/2022 16:02,I do not have in-home internet;,"Smartphone or mobile phone;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,18-29,"Under $15,000",High school diploma or G.E.D.,Rent home,Black or African American;,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.989473684
113,8/12/2022 16:02,8/12/2022 16:04,I do not have in-home internet;,"Smartphone or mobile phone;Smart TV (e.g., Roku, Apple TV);",Woman,18-29,"Under $15,000",Some high school,Rent home,White;,1,3,1,1,1,3,3,3,1,2,3,1,3,1,2,2,1,3,1,0.378947368
114,8/12/2022 16:05,8/12/2022 16:14,I do not have in-home internet;,Smartphone or mobile phone;Laptop computer;Tablet;,Woman,18-29,"Under $15,000",Some college,Own home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,0.989473684
115,8/12/2022 16:13,8/12/2022 16:14,Mobile data plan;Free or public internet;,"Smartphone or mobile phone;Tablet;Smart TV (e.g., Roku, Apple TV);Laptop computer;",Woman,30-39,"$15,000 to $29,999",High school diploma or G.E.D.,Rent home,Black or African American;,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0.789473684
116,8/12/2022 16:33,8/12/2022 16:35,Mobile data plan;,"Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Man,30-39,"$125,000 or more",Professional or Doctorate degree,Own home,White;,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,0.989473684
117,8/12/2022 17:39,8/12/2022 17:41,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,40-49,"$60,000 to $99,999 ",High school diploma or G.E.D.,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,0.978947368
118,8/12/2022 17:41,8/12/2022 17:43,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,40-49,"$30,000 to $59,999",Some college,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
119,8/12/2022 18:48,8/12/2022 18:54,"Broadband service (AT&T, Xfinity, etc.);",Laptop computer;Tablet;Desktop computer;,Man,70-79,"Under $15,000",High school diploma or G.E.D.,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,0.936842105
120,8/12/2022 18:52,8/12/2022 18:55,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Man,40-49,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,White;,1,1,1,1,1,1,1,1,2,1,2,2,1,3,3,4,2,3,2,0.347368421
121,8/12/2022 18:57,8/12/2022 18:59,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;",Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;,Woman,60-69,"$30,000 to $59,999",Master's degree,Own home,White;,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2
122,8/12/2022 19:41,8/12/2022 19:46,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$15,000 to $29,999",Some college,Rent home,Black or African American;,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0.778947368
123,8/12/2022 20:07,8/12/2022 20:09,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;,Man,60-69,"$15,000 to $29,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
124,8/12/2022 20:17,8/12/2022 20:19,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$60,000 to $99,999 ",High school diploma or G.E.D.,Own home,White;,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,0.252631579
125,8/12/2022 23:12,8/12/2022 23:16,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;,Man,60-69,"$15,000 to $29,999",Associate's degree,Own home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
126,8/13/2022 3:08,8/13/2022 3:12,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Man,60-69,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,White;,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,0.252631579
127,8/13/2022 3:40,8/13/2022 3:48,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,30-39,"$15,000 to $29,999",Some college,Rent home,White;,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,5,5,5,0.915789474
128,8/13/2022 7:44,8/13/2022 7:47,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
129,8/13/2022 8:26,8/13/2022 8:28,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,30-39,"$15,000 to $29,999",Some college,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
130,8/13/2022 9:21,8/13/2022 9:25,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Woman,70-79,"$30,000 to $59,999",Associate's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,5,5,5,0.926315789
131,8/13/2022 10:58,8/13/2022 11:02,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Man,60-69,"$125,000 or more",Professional or Doctorate degree,Own home,Did not answer;,3,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,0.589473684
132,8/13/2022 13:06,8/13/2022 13:08,"Broadband service (AT&T, Xfinity, etc.);","Desktop computer;Smart TV (e.g., Roku, Apple TV);Smartphone or mobile phone;",Woman,60-69,"$30,000 to $59,999",Some college,Own home,White;,5,5,5,5,5,4,4,4,5,4,4,4,5,4,3,3,5,4,5,0.873684211
133,8/13/2022 13:43,8/13/2022 13:48,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,50-59,"$15,000 to $29,999",High school diploma or G.E.D.,Own home,White;,2,2,4,3,1,1,5,4,1,2,1,2,3,4,3,3,2,4,4,0.536842105
135,8/13/2022 17:17,8/13/2022 17:20,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;,Woman,40-49,"$15,000 to $29,999",High school diploma or G.E.D.,Own home,Black or African American;,2,3,5,5,5,4,4,5,4,4,5,5,4,4,4,4,5,4,5,0.852631579
136,8/13/2022 18:17,8/13/2022 18:20,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);Laptop computer;",Woman,40-49,"$30,000 to $59,999",Associate's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
137,8/13/2022 20:05,8/13/2022 20:07,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,50-59,"$30,000 to $59,999",Associate's degree,Own home,White;,4,3,3,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,0.821052632
138,8/14/2022 11:13,8/14/2022 11:22,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Man,50-59,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0.978947368
139,8/14/2022 11:45,8/14/2022 11:48,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Woman,70-79,"$15,000 to $29,999",Master's degree,Rent home,White;,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0.221052632
141,8/14/2022 19:10,8/14/2022 19:14,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Desktop computer;",Woman,40-49,"$15,000 to $29,999",Master's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
142,8/14/2022 20:55,8/14/2022 20:57,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Woman,30-39,"$15,000 to $29,999",Associate's degree,Own home,White;,4,4,5,5,4,3,3,4,4,2,1,2,5,3,2,2,3,2,4,0.652631579
143,8/15/2022 2:03,8/15/2022 2:10,I do not have in-home internet;,Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;,Woman,60-69,"Under $15,000",Some college,Rent home,White;,5,5,4,5,4,4,3,4,4,4,2,2,1,3,2,2,5,4,5,0.715789474
144,8/15/2022 11:24,8/15/2022 11:27,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Woman,70-79,"Under $15,000",Master's degree,Rent home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
145,8/15/2022 11:47,8/15/2022 11:51,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Tablet;Desktop computer;Laptop computer;,Man,60-69,"$30,000 to $59,999",Bachelor's degree,Rent home,White;,5,4,5,5,5,4,5,5,4,3,3,3,5,5,5,3,5,4,4,0.863157895
146,8/15/2022 13:17,8/15/2022 13:20,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Man,70-79,"$125,000 or more",Professional or Doctorate degree,Own home,White;,5,5,5,5,5,3,5,5,5,3,4,3,4,5,5,5,4,4,5,0.894736842
147,8/15/2022 13:19,8/15/2022 13:21,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,50-59,"$60,000 to $99,999 ",Professional or Doctorate degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
148,8/15/2022 16:34,8/15/2022 16:38,I do not have in-home internet;,Smartphone or mobile phone;Laptop computer;,Woman,30-39,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,"Hispanic, Spanish, or Latino/a/x;White;",5,5,5,5,3,3,3,5,4,3,2,5,2,3,3,2,2,2,3,0.684210526
149,8/15/2022 16:39,8/15/2022 16:40,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$30,000 to $59,999",Master's degree,Own home,White;,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,0.905263158
150,8/15/2022 16:44,8/15/2022 16:46,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;,Woman,70-79,"$15,000 to $29,999",Professional or Doctorate degree,Own home,White;,5,4,4,5,5,4,3,4,4,4,5,3,4,4,1,1,2,4,4,0.736842105
151,8/15/2022 16:46,8/15/2022 16:48,"Broadband service (AT&T, Xfinity, etc.);","Smart TV (e.g., Roku, Apple TV);",Woman,50-59,"Under $15,000",High school diploma or G.E.D.,Rent home,Black or African American;,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.210526316
152,8/15/2022 16:48,8/15/2022 16:50,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,30-39,"$30,000 to $59,999",Associate's degree,Own home,Black or African American;,5,4,5,5,5,5,5,1,2,2,4,4,5,4,4,4,4,4,4,0.8
153,8/15/2022 16:50,8/15/2022 16:52,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Man,40-49,"$30,000 to $59,999",Some college,Rent home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
154,8/15/2022 16:53,8/15/2022 16:56,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,18-29,"Under $15,000",High school diploma or G.E.D.,Own home,"Hispanic, Spanish, or Latino/a/x;Black or African American;",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
155,8/15/2022 16:56,8/15/2022 16:59,"Broadband service (AT&T, Xfinity, etc.);","Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Woman,40-49,"$30,000 to $59,999",Some college,Own home,"Hispanic, Spanish, or Latino/a/x;",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,0.768421053
156,8/15/2022 17:05,8/15/2022 17:07,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$15,000 to $29,999",Bachelor's degree,Own home,White;,5,4,4,5,5,5,5,5,4,4,5,5,4,5,5,4,5,5,5,0.936842105
157,8/15/2022 17:07,8/15/2022 17:09,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,18-29,"$15,000 to $29,999",High school diploma or G.E.D.,Rent home,White;,5,4,5,5,5,5,5,5,5,3,3,5,5,5,4,5,4,4,5,0.915789474
158,8/15/2022 19:18,8/15/2022 19:21,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,50-59,"$30,000 to $59,999",Bachelor's degree,Rent home,Black or African American;,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.221052632
